original_smiles,radical_smiles,I,A,philicity,predicted_philicity
C1COCC2=CC=CC=C21,C1COCC2=C[C]=CC=C12,9.132509194939804,0.6434652550409731,1.4072502911296023,1.4142039145666405
C#CCCC(=O)CCO,C#CC[CH]C(=O)CCO,9.209253600592795,1.405082883367047,1.8045501417921828,1.801634800205687
CCCCC1=NOC(=C1)N,[CH2]CCCc1noc(c1)N,8.265478814494937,-0.6488311796347194,0.8134858619431186,0.8115526213772026
C#CCCC(=O)CCO,C#CCCC(=O)[CH]CO,9.580018786215463,1.81176847549099,2.0881925115881512,2.067505679027037
CCCCC1=NOC(=C1)N,CC[CH]Cc1noc(c1)N,7.655949169106415,-0.347766502920796,0.8341365446832549,0.8257806107246938
CC[C@](C)(C=O)N,[CH2]C[C@](C)(C=O)N,8.671865685339352,0.0296591919629692,1.095156301349984,1.0866082757344186
C#CCCC(=O)CCO,C#C[CH]CC(=O)CCO,8.485263396123033,1.1341656538274754,1.573462537347108,1.5577697072455654
CCCCC1=NOC(=C1)N,C[CH]CCc1noc(c1)N,7.505929898295076,-0.7491466752983204,0.6913036953014206,0.6905606786926852
CCCCC1=NOC(=C1)N,CCC[CH]c1noc(c1)N,7.670826637532716,0.4641739422425363,1.1478670686495287,1.146043639815136
CC[C@](C)(C=O)N,C[CH][C@](C)(C=O)N,8.17523408014468,0.3260988629122051,1.1509653581013677,1.1268184299301454
C#CCCC(=O)CCO,C#CCCC(=O)C[CH]O,7.221418570608806,-1.190195549859952,0.5405569401581126,0.5309700164204487
CC[C@](C)(C=O)N,CC[C@]([CH2])(C=O)N,8.657542735339705,0.3433384502763266,1.2180339113016974,1.218867281015684
CC[C@](C)(C=O)N,CC[C@](C)([C]=O)N,7.962556914914011,-0.203435313720192,0.9215654132483466,0.9376486106591571
