smiles,atom_y,split,radical_type
CN(Cc1ccccc1[S])C(N)=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1966776529494916, 'nan', 'nan', 'nan']",train,sulfur
CNC(=O)Oc1cccc([S])c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2027138775576578, 'nan']",train,sulfur
Nc1cc2cnccc2cc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3148587206904576]",train,sulfur
NC(=O)[C@@H](N)[C@H]([S])C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0649757822131136, 'nan', 'nan', 'nan']",train,sulfur
CNCOC(=O)c1ccccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1455758461483427]",train,sulfur
CCC(=S)N[S]1C=CC=CC1=S,"['nan', 'nan', 'nan', 'nan', 'nan', 1.0597490110384729, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
NC(=O)[C@H](C[S])n1sc2ncccc2c1=O,"['nan', 'nan', 'nan', 'nan', 'nan', 1.194568440525594, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
O=C(COC([S])=S)CC(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 1.3024984260541095, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COC1=CC=C[S](C)C1=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.8502120336062977, 'nan', 'nan', 'nan']",train,sulfur
CC(C)([S])[C@@H](O)C(=O)O,"['nan', 'nan', 'nan', 1.1966737746804048, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]C1CCC(=NC2CC2)CC1,"[1.2174304550642574, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
NC(=S)[C@H](Cc1ccccn1)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2705319824907477, 'nan']",train,sulfur
CCCC[C@H]([S])C(N)=O,"['nan', 'nan', 'nan', 'nan', 'nan', 1.268201779327352, 'nan', 'nan', 'nan']",train,sulfur
CC(S)(S)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2712773007494327, 'nan']",train,sulfur
C[C@]([S])(S)OC(=S)S,"['nan', 'nan', 1.0545650323561573, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
C[C@@]([S])(S)OC(=S)S,"['nan', 'nan', 1.0465567555246613, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]CC(=S)Nc1ccccn1,"[1.0841215957854162, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@H]([S])c1cccnc1,"['nan', 'nan', 'nan', 1.2262958672028577, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
FC(F)(F)CN([S])Cc1ccncc1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0059537758922283, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COC1=CC(=S)[S](OC)C=C1C=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1804480921430083, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
C[C@H](CC(F)(F)F)OC(=O)C[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2256762572551925]",train,sulfur
CCCOC1=CC(=S)[S](N)C=C1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.9248947923510636, 'nan', 'nan', 'nan']",train,sulfur
CNC[S]1C=CC=CC1=S,"['nan', 'nan', 'nan', 0.8992776538023576, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
Cc1ccncc1N=C1CCC([S])CC1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2520412333984603, 'nan', 'nan']",train,sulfur
CCOC(=O)C1(c2cccc([S])c2)CC1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2208571568700826, 'nan', 'nan', 'nan']",train,sulfur
O=COCCC([S])(C(F)(F)F)C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3730022375664295, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CCC(=O)OCc1cncc2cccc([S])c12,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.298470562586888, 'nan']",train,sulfur
O=C(C#C[S])Nc1ccnc(F)c1,"['nan', 'nan', 'nan', 'nan', 1.4929734336661191, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN[C@H]([S])CC(=O)OC,"['nan', 'nan', 'nan', 1.1346238066128316, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COC[C@](S)(C[S])C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2741848715947577, 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN[C@H]([S])C(=O)C(F)(F)F,"['nan', 'nan', 'nan', 1.378661441929253, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNCNC(=S)Oc1ccc([S])cc1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.218686158494767, 'nan', 'nan']",train,sulfur
COC[C@]([S])(CS)C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 1.2961313031314958, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
Cc1ncc([N+](=O)[O-])n1CCOC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2973347401132502, 'nan']",train,sulfur
COc1ccc(C#Cc2ccccc2[S])nc1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3001677574497672, 'nan', 'nan']",train,sulfur
CC(C)(C1=CCC=C1)c1cnccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2058005346842915]",train,sulfur
COCOC(=O)[C@@](C)([S])OC,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2986031416366342, 'nan', 'nan']",train,sulfur
C[Si@@]([S])(c1ccccc1)c1ccnc2ccccc12,"['nan', 'nan', 1.3891987494464912, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
C=C([CH]C(=S)SC)NC,"['nan', 'nan', 1.147780648167738, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,carbon
CN[C@@H](OC)c1ccccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1985452049419696]",train,sulfur
NC(=O)[C@H](N)CS[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0457092323068566]",train,sulfur
CC(=S)NCC[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2245776121326029]",train,sulfur
[S]C#CC(=S)Nc1ccc(Cl)cc1,"[1.440521561816358, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]CCNCCOc1ccccn1,"[1.1107560059956674, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]C(=S)Oc1cccc(Cc2ccncc2)c1,"[1.2753138310456071, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
O=P1([S])Oc2ncccc2-c2cccnc2O1,"['nan', 'nan', 1.4545977685863445, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN[C@](C)(N)C([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1870528748610438, 'nan']",train,sulfur
CNC(=O)[C@@H]([S])CC(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2859844055485588, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@]([S])(C=O)CCC(F)(F)F,"['nan', 'nan', 'nan', 1.3777907474676685, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COCCOC(=O)c1cccc([S])c1C,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2266028968944913, 'nan', 'nan']",train,sulfur
CC[C@](C)(C(=O)[S])C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3942353870320598, 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN[C@@H]([S])SCOC,"['nan', 'nan', 'nan', 1.1061585796857443, 'nan', 'nan', 'nan', 'nan']",train,sulfur
O=[S]Cc1ccccn1,"['nan', 0.960145732376251, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
C[Si](C)(C)[S],"['nan', 'nan', 'nan', 'nan', 1.294461417141993]",train,sulfur
CNC1=C[S](C(=O)O)C(=S)C=C1,"['nan', 'nan', 'nan', 'nan', 0.8553324487179078, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN([S]=O)C(=S)Oc1cccc2cnccc12,"['nan', 'nan', 1.0453547755741577, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
C[C@H](CS(N)(=O)=O)c1ccc2cc([S])ccc2c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.4027191833996162, 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]C(c1ccccc1)(c1ccccc1)c1ccccn1,"[1.1398137383445135, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@@H](NC)c1ccc(C[S])cn1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.248544971565311, 'nan', 'nan']",train,sulfur
C[Si@@]([S])(c1ccccc1)c1ccnc2ncccc12,"['nan', 'nan', 1.4204801793206343, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
O[C@@H](C/C=C\[S])CC(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2698478089938452, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@H]([S])OC,"['nan', 'nan', 'nan', 1.2085520832792327, 'nan', 'nan']",train,sulfur
N[C@@H](CSS[S])C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 1.1542144359052828, 'nan', 'nan', 'nan']",train,sulfur
CNC(=S)N[C@@H](C[S])C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2938907625628722, 'nan', 'nan', 'nan']",train,sulfur
COCC[C@H]([S])C(C)=O,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2424445543925553, 'nan', 'nan', 'nan']",train,sulfur
COCC(=S)Nc1cc([S])ccn1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.4080778813856525, 'nan', 'nan', 'nan']",train,sulfur
CNCCCOc1cccc([S])c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.334833702901121, 'nan']",train,sulfur
NC(=O)CCOC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.304174348386213, 'nan']",train,sulfur
COCOC(=S)SSSS[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.239492659878622]",train,sulfur
O=C(OC([S])=S)c1ccncc1,"['nan', 'nan', 'nan', 'nan', 1.2825762009807748, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNCC[C@H]([S])C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 0.8940909877659118, 'nan', 'nan', 'nan', 'nan']",train,sulfur
C=CCC(=S)N([S])CC(O)=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2400150313601275, 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]CCCCN=C=S,"[1.1956715787418388, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNC[C@](C)(N)C[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 0.8358531667851338]",train,sulfur
C[Si@@]([S])(c1ccncc1)c1nccc2ccccc12,"['nan', 'nan', 1.2917444973723329, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
NS(=O)(=O)Cc1cc([S])cnc1[N+](=O)[O-],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.476490888472714, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
FC(F)(F)CCN(CC(F)(F)F)C([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2140041319341908, 'nan']",train,sulfur
CNC[C@@H](C[S])C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 1.1506993140373731, 'nan', 'nan', 'nan']",train,sulfur
CN[C@@](OC([S])=S)(C(=O)O)C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2618212285257053, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@](/C=C\[S])(NC)C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 1.0448546622881196, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CO[S]1C=CC(C(F)(F)F)=CC1=S,"['nan', 'nan', 1.1805568102055068, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COCOC(=S)SC[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0020084853241615]",train,sulfur
CCOC(=O)C([S])(OC)OC,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.294170649629814, 'nan', 'nan', 'nan', 'nan']",train,sulfur
[S]C(=S)n1ncc2cccnc21,"[1.1598553438633106, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN(CO)C(=O)c1ccccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2540528751261193]",train,sulfur
COc1ccc(NC(=S)CC(=O)O)cc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1984615273807366]",train,sulfur
[S]c1cncc(N=C2CCCC2)c1,"[1.3565107847869813, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
C=C[Si]1([S])CCCCC1,"['nan', 'nan', 'nan', 1.3193880860638287, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNC[C@H]([S])CC(N)=O,"['nan', 'nan', 'nan', 'nan', 1.1506339803823915, 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNC[C@H](CC(F)(F)F)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2462374267701852, 'nan']",train,sulfur
Cc1ccccc1-n1c(C[S])nc2cnccc2c1=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3193894573203402, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CCC(NC)(NC)[C@H](OC)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2439174302036788, 'nan']",train,sulfur
CN(C(=S)C[S])c1ccc2ccncc2n1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.2535749385866186, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNC[C@](OC)(c1cc([S])c(C)cc1O)C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1750226364351386, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNC[C@](CCOC)(OC)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1337147047315692, 'nan']",train,sulfur
O=[S]C(C(F)(F)F)C(F)(F)F,"['nan', 1.1624495622305115, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
NC(=O)CN([S])C(=O)c1ccccn1,"['nan', 'nan', 'nan', 'nan', 'nan', 1.1315402044715102, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@](COc1ccncc1)(OC([S])=S)Sc1nnn[nH]1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.303611184017978, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC(C)(Cc1ccccn1)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1743438594648887, 'nan']",train,sulfur
O=NC[C@@H](Nc1nccs1)C(=S)N([S])CC(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2523875692714614, 'nan', 'nan', 'nan', 'nan']",train,sulfur
COc1ccc(N(C)C(=O)C#C[S])cn1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3806448947543553, 'nan', 'nan']",train,sulfur
CCCCC(=S)Nc1ccccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3313683752124552]",train,sulfur
CNC(=S)N(C)c1ccccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3309313874719289]",train,sulfur
CN[C@@H](C)c1cnccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.006482694739092]",train,sulfur
O[S]1C=Cc2ccncc2C1=S,"['nan', 1.0803448012311234, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC(C)(C)OC(=S)NCCCCOC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1883538349555929, 'nan']",train,sulfur
COC[C@H](N(COC([S])=S)C(C)C)C(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1894603923247111, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COC[C@@H](OC([S])=S)c1ccc(C)cc1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2235231961093371, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COCCC(=O)N(C)NC(=O)C[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2797193071595052]",train,sulfur
CCNC(=O)c1cnccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0948512129224537]",train,sulfur
[S]c1cncc(N=C2CC2)c1,"[1.3641678236536179, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
O=[S]Nc1c(S)cc(Cl)cc1C(=O)O,"['nan', 0.9347456233590874, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
O=c1c([S])coc2ncccc12,"['nan', 'nan', 'nan', 1.2421568402912342, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CCCCNCC[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0820442430394972]",train,sulfur
O=[SH]Nc1c([S])cc(Cl)cc1C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 1.3455016330634773, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNC(=O)CC(=S)N([S])[C@H](NC)C(N)=O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2316517760815489, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
COCN(C)C(=O)Oc1ccc([S])cc1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1954988987718576, 'nan', 'nan']",train,sulfur
O=C(O)[C@@H](CCC(F)(F)F)N([S])C(=S)c1cc(Cl)ccc1Cl,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3201315955219926, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC(C)(C(=O)O)[C@](C)(CCC(F)(F)F)OC([S])=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2520891260607816, 'nan']",train,sulfur
CCC1(CC)OCc2c(COC([S])=S)cnc(C)c2O1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2839809072731778, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
Oc1cncc([S])c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3891126802551952, 'nan']",train,sulfur
C=Cc1cc(N(C)C)ncc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1014078519513009]",train,sulfur
C=NC[C@H]([S])CCNC,"['nan', 'nan', 'nan', 'nan', 0.9125628529909419, 'nan', 'nan', 'nan', 'nan']",train,sulfur
CCC[C@@H](C)C([S])=C(C)C,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0748358690964344, 'nan', 'nan', 'nan']",train,sulfur
CCCO[Si@H](C[S])OCC(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2110137556872747, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CCCNc1nc(C(F)(F)F)cc(S)c1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.3159945848162369]",train,sulfur
CCCNc1nc(C(F)(F)F)cc([S])c1S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.4433015520082362, 'nan', 'nan']",train,sulfur
CC(C)c1ccncc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.263477149008277]",train,sulfur
COC1=CC=CC(=S)[S]1OC,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0396366832494544, 'nan', 'nan']",train,sulfur
CC[C@@H]([S])CCCN=C1CCCC1,"['nan', 'nan', 'nan', 1.164758582359648, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CNCO[Si](C)(C)C[C@H](C)C[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0898523042743358]",train,sulfur
CCC[C@@H](C)c1cncc(OC(=S)N(C)[S]=O)c1,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.0440820186296729, 'nan', 'nan']",train,sulfur
CO[C@](CC(F)(F)F)(OC([S])=S)C(C)(C)C(=O)O,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1896726932556843, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN(Cc1ccccc1[S])C(N)=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2700222836038229, 'nan', 'nan', 'nan']",train,sulfur
CCC[C@]([S])(NC)C(C)(C)OC,"['nan', 'nan', 'nan', 'nan', 1.0979853905296562, 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CN(C)C(=O)OCC[C@@](C)([S])CC(F)(F)F,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.1857697750014746, 'nan', 'nan', 'nan', 'nan', 'nan']",train,sulfur
CC[C@@H](Cc1ccccc1)C(=S)N([S])CC(N)=S,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2871812665253237, 'nan', 'nan', 'nan', 'nan']",train,sulfur
COCCC#Cc1ccccc1[S],"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 1.2028120392019426]",train,sulfur
